,package,github repo
10102,django-python3-ldap,etianen/django-python3-ldap
10104,mobly,google/mobly
10105,django-gravatar2,twaddington/django-gravatar
10107,mittepro,ThCC/mittepro-py
10111,jumpssh,AmadeusITGroup/JumpSSH
10112,peru,buildinspace/peru
10115,geohash-hilbert,tammoippen/geohash-hilbert
10116,spherogram,3-manifolds/Spherogram
10117,health-check,PeRDy/health-check
10120,pantsbuild-pants-testinfra,pantsbuild/pants
10121,jirafs,coddingtonbear/jirafs
10122,azure-mgmt-servicefabric,Azure/azure-sdk-for-python
10124,serpent,irmen/Serpent
10127,app-version,lambdalisue/app_version
10128,mammoth,mwilliamson/python-mammoth
10130,pipupgrade,achillesrasquinha/pipupgrade
10131,vyper,vyperlang/vyper
10132,hdrhistogram,HdrHistogram/HdrHistogram_py
10133,nolds,CSchoel/nolds
10135,txaio,crossbario/txaio
10137,dweepy,paddycarey/dweepy
10138,ahocorapy,abusix/ahocorapy
10142,plucky,randomir/plucky
10143,cvxcanon,jacklzhu/CVXcanon
10144,c2cgeoportal-admin,camptocamp/c2cgeoportal/
10146,wordcloud,amueller/word_cloud
10147,docrep,Chilipp/docrep
10148,polib,izimobil/polib/
10151,requests-wsgi-adapter,seanbrant/requests-wsgi-adapter
10152,allure-behave,allure-framework/allure-python
10154,dataclass-factory,tishka17/dataclass_factory
10155,javaobj-py3,tcalmant/python-javaobj
10156,pyregion,astropy/pyregion
10157,python-scrapyd-api,djm/python-scrapyd-api
10158,django-six,Brightcells/django-six
10159,wheezy-core,akornatskyy/wheezy.core
10160,canvasapi,ucfopen/canvasapi
10161,gvar,gplepage/gvar
10162,pyopenuv,bachya/pyopenuv
10165,thingy,Refty/thingy
10166,drf-yasg,axnsan12/drf-yasg
10167,folia-linguistic-annotation-tool,proycon/flat
10168,flask-assistant,treethought/flask-assistant
10170,b3j0f-conf,b3j0f/conf
10172,django-attachments,bartTC/django-attachments
10173,pybadges,google/pybadges
10174,pyunifi,finish06/unifi-api
10175,acme,certbot/certbot
10176,runipy,paulgb/runipy
10177,ravenpackapi,RavenPack/python-api
10181,slack-machine,DonDebonair/slack-machine
10182,laspy,laspy/laspy
10187,uncompyle6,rocky/python-uncompyle6/
10190,azure-cli-storage,Azure/azure-cli
10191,somecomfort,kk7ds/somecomfort
10192,qprompt,jeffrimko/Qprompt
10193,pyqt5-tools,altendky/pyqt-tools
10194,glimix-core,limix/glimix-core
10196,pdfx,metachris/pdfx
10197,pytest-describe,pytest-dev/pytest-describe
10199,django-any-urlfield,edoburu/django-any-urlfield
10200,depinfo,Midnighter/dependency-info
10201,pylint-plugin-utils,PyCQA/pylint-plugin-utils
10202,language-tags,OnroerendErfgoed/language-tags
10203,wiringpi,WiringPi/WiringPi-Python/
10204,pygments-markdown-lexer,jhermann/pygments-markdown-lexer
10205,gputools,maweigert/gputools
10206,nece,tatterdemalion/django-nece
10210,wagtail-inventory,cfpb/wagtail-inventory
10211,cs,exoscale/cs
10212,django-cookies-samesite,jotes/django-cookies-samesite
10214,pandas-gbq,googleapis/python-bigquery-pandas
10216,django-mock-queries,stphivos/django-mock-queries
10219,bitshares,bitshares/python-bitshares
10220,repoze-sphinx-autointerface,repoze/repoze.sphinx.autointerface/
10222,memory-profiler,pythonprofilers/memory_profiler
10223,patsy,pydata/patsy
10225,ibm-cos-sdk-s3transfer,IBM/ibm-cos-sdk-python-s3transfer
10226,azure,Azure/azure-sdk-for-python
10230,sewer,komuw/sewer
10231,appconfigpy,thombashi/appconfigpy
10233,jsonform,RussellLuo/jsonform
10236,postal-address,Scaleway/postal-address
10237,pyobjc-framework-spritekit,ronaldoussoren/pyobjc
10238,django-termsandconditions,cyface/django-termsandconditions
10242,pymediainfo,sbraz/pymediainfo
10243,graphviz,xflr6/graphviz
10244,ics-ipa,intrepidcs/ICS_IPA
10246,nodejs,markfinger/python-nodejs
10247,flask-oidc,fedora-infra/flask-oidc
10248,django-admin-sortable,iambrandontaylor/django-admin-sortable
10249,frcuploader,NikhilNarayana/FRC-YouTube-Uploader
10250,penman,goodmami/penman
10251,icetea,ARMmbed/icetea.git
10252,sweetpea,sweetpea-org/sweetpea-py
10253,click-log,click-contrib/click-log
10255,pycups,zdohnal/pycups
10256,fido2,Yubico/python-fido2
10258,pigar,damnever/pigar
10260,brewer2mpl,jiffyclub/brewer2mpl/wiki
10261,django-xff,ferrix/xff/
10263,google-api-core,googleapis/python-api-core
10266,pyfunctional,EntilZha/PyFunctional
10271,flask-classy,apiguy/flask-classy
10272,tini,beaugunderson/python-tini
10273,google-cloud-runtimeconfig,googleapis/python-runtimeconfig
10275,evalutils,comic/evalutils
10276,coverage2clover,tumb1er/coverage2clover
10277,opencage,OpenCageData/python-opencage-geocoder/
10278,bioutils,biocommons/bioutils
10279,jupyterlab-latex,jupyterlab/jupyterlab-latex
10280,cutplace,roskakori/cutplace
10281,deco,alex-sherman/deco
10283,django-reset-migrations,valdergallo/django_reset_migrations
10284,fastjsonschema,horejsek/python-fastjsonschema
10286,pytest-helpers-namespace,saltstack/pytest-helpers-namespace
10287,django-gfklookupwidget,mqsoh/django-gfklookupwidget
10289,sphinx-markdown-tables,ryanfox/sphinx-markdown-tables
10290,memote,opencobra/memote
10291,pymsteams,rveachkc/pymsteams
10292,vincenty,maurycyp/vincenty
10293,hydro-serving-grpc,Hydrospheredata/hydro-serving-protos
10294,aws-shell,awslabs/aws-shell
10296,myproxyclient,cedadev/MyProxyClient
10298,clickhouse-sqlalchemy,xzkostyan/clickhouse-sqlalchemy
10300,riemann-client,borntyping/python-riemann-client
10301,servicemanager,hmrc/service-manager
10302,django-seeker,imsweb/django-seeker
10303,argparse,ThomasWaldmann/argparse/
10304,exponent-server-sdk,expo/exponent-server-sdk-python
10306,randovania,randovania/randovania
10307,flake8-eradicate,wemake-services/flake8-eradicate
10308,pydevd,fabioz/PyDev.Debugger/
10309,requests-kerberos,requests/requests-kerberos
10310,flask-env,brettlangdon/flask-env
10312,django-cogwheels,ababic/django-cogwheels/
10318,devpi-plumber,blue-yonder/devpi-plumber
10320,cleverhans,cleverhans-lab/cleverhans
10323,flask-whooshalchemy,gyllstromk/Flask-WhooshAlchemy
10324,pymzn,paolodragone/pymzn
10327,sshuttle,sshuttle/sshuttle
10328,porridge,thusoy/porridge
10330,z3c-pagelet,zopefoundation/z3c.pagelet
10331,django-debug-panel,recamshak/django-debug-panel
10335,authorizenet,AuthorizeNet/sdk-python
10336,drf-compound-fields,estebistec/drf-compound-fields
10337,doubles,uber/doubles
10342,django-angular,jrief/django-angular
10346,flask-scss,bcarlin/flask-scss
10348,coverage-enable-subprocess,bukzor/python-coverage-enable-subprocess
10349,genty,box/genty
10351,backend-ai-client,lablup/backend.ai
10353,importlib-resources,python/importlib_resources
10354,asyncore-wsgi,romanvm/asyncore-wsgi
10355,halophot,hvidy/halophot
10358,weditor,openatx/weditor
10359,vertica-python,vertica/vertica-python
10360,pandastable,dmnfarrell/pandastable
10361,coal-mine,quantopian/coal-mine
10362,pyral,RallyTools/RallyRestToolkitForPython
10363,jmespath,jmespath/jmespath.py
10364,sox,rabitt/pysox
10365,python3-xlib,LiuLang/python3-xlib
10367,django-webdav-storage,marazmiki/django-webdav-storage
10368,sense-hat,astro-pi/python-sense-hat
10370,cgcloud-spark,BD2KGenomics/cgcloud
10372,atomicpuppy,madedotcom/atomicpuppy
10375,limitlessled,happyleavesaoc/python-limitlessled/
10377,pyramid-redis-sessions,ericrasmussen/pyramid_redis_sessions
10378,butterfly,paradoxxxzero/butterfly
10379,aldryn-boilerplates,aldryn/aldryn-boilerplates/
10381,djproxy,thomasw/djproxy
10382,openfile,luismsgomes/openfile
10384,fontmake,googlei18n/fontmake
10386,django-bootstrap4,zostera/django-bootstrap4
10387,snmpfwd,etingof/snmpfwd
10388,pycouchdb,histrio/py-couchdb
10389,fixedwidth,ShawnMilo/fixedwidth
10390,percy,percy/python-percy-client
10391,parallel-sync,kouroshparsa/parallel_sync
10392,zopfli,fonttools/py-zopfli
10393,kml2geojson,mrcagney/kml2geojson
10395,drf-enum-field,seebass/drf-enum-field
10396,django-ckeditor,django-ckeditor/django-ckeditor
10397,azure-mgmt-monitor,Azure/azure-sdk-for-python
10399,django-aesfield,andymckay/django-aesfield
10402,proximityhash,ashwin711/proximityhash
10403,scrape,huntrar/scrape
10404,aiohttp-apispec,maximdanilchenko/aiohttp-apispec
10405,tox-pipenv,tox-dev/tox-pipenv
10406,wikidataintegrator,sulab/WikidataIntegrator
10407,chaid,Rambatino/CHAID
10408,filterpy,rlabbe/filterpy
10410,bitarray,ilanschnell/bitarray
10412,suds-requests,armooo/suds_requests
10413,gpxpy,tkrajina/gpxpy
10414,statsd-tags,toddjames/statsd-tags
10420,django-pj-portfolio,jokimies/django-pj-portfolio
10424,plone-app-intid,plone/plone.app.intid
10427,pytest-progress,ssrikanta/pytest-progress
10428,python-language-server,palantir/python-language-server
10429,suite2p,MouseLand/suite2p
10430,alerta-server,guardian/alerta
10433,orange3-bioinformatics,biolab/orange3-bioinformatics
10434,pypsrp,jborean93/pypsrp
10435,patch,techtonik/python-patch/
10438,pygsheet,betomark/PyGsheet
10439,hutils,zaihui/hutils/
10440,sinon,note35/sinon
10441,pyobjc-framework-photosui,ronaldoussoren/pyobjc
10443,langdetect,Mimino666/langdetect
10446,iteration-utilities,MSeifert04/iteration_utilities
10447,archinfo,angr/archinfo
10449,ndex2,ndexbio/ndex2-client
10451,pyvera,pavoni/pyvera
10452,commonmark,rtfd/commonmark.py
10453,pyspf,sdgathman/pyspf/
10457,astrobase,waqasbhatti/astrobase
10458,typogrify,mintchaos/typogrify
10459,parseratorvariable,datamade/parseratorvariables
10460,crayons,MasterOdin/crayons
10461,proxytypes,PEAK-Legacy/ProxyTypes#readme
10462,colander-tools,platformsh/colander-tools
10463,pyrfr,automl/random_forest_run
10464,eosjs-python,EvaCoop/eosjs_python
10465,pytautulli,ludeeus/pytautulli
10466,pingparsing,thombashi/pingparsing
10467,iocextract,InQuest/iocextract
10468,meaningcloud-python,MeaningCloud/meaningcloud-python
10469,logdna,logdna/python
10471,odoo10-addon-mis-builder,OCA/mis-builder/
10472,cprofilev,ymichael/cprofilev
10475,pandoc-tablenos,tomduck/pandoc-tablenos
10476,pyramid-swagger,striglia/pyramid_swagger
10478,logging-tree,brandon-rhodes/logging_tree
10480,django-image-cropping,jonasundderwolf/django-image-cropping
10481,duo-web,duosecurity/duo_python
10482,pytest-pythonpath,bigsassy/pytest-pythonpath
10483,cppimport,tbenthompson/cppimport
10486,lander,lsst-sqre/lander
10488,hkdf,casebeer/python-hkdf
10490,mockupdb,ajdavis/mongo-mockup-db
10492,waterbear,episodeyang/waterbear
10493,ansys-corba,akaszynski/ansys_corba
10494,django-hvad,KristianOellegaard/django-hvad
10495,tgbot,T-Eberle/tgbot/
10497,django-admin-json-editor,abogushov/django-admin-json-editor
10498,satsuki,plus3it/satsuki
10499,invenio-oauthclient,inveniosoftware/invenio-oauthclient
10500,epicscorelibs,mdavidsaver/epicscorelibs
10503,pyang,mbj4668/pyang
10504,treelib,caesar0301/treelib
10505,scrapyd-client,scrapy/scrapyd-client
10506,click-plugins,click-contrib/click-plugins
10509,flask-uuid,wbolster/flask-uuid
10511,pytdx,rainx/pytdx
10514,edc-model-admin,clinicedc/edc-model-admin
10515,pyspider,binux/pyspider
10517,girder-worker,girder/girder_worker
10518,jsonpointer,stefankoegl/python-json-pointer
10519,matlab,raymondjacobson/matlab
10520,winshell,tjguk/winshell
10521,jaraco-packaging,jaraco/jaraco.packaging
10522,metaphone,oubiwann/metaphone
10523,django-geoip2-extras,yunojuno/django-geoip2-extras
10524,netmiko,ktbyers/netmiko
10525,wagtailmenus,jazzband/wagtailmenus/tree/stable/3.1.x
10526,drf-nested-routers,alanjds/drf-nested-routers
10527,django-cprofile-middleware,omarish/django-cprofile-middleware/
10531,rdflib-jsonld,RDFLib/rdflib-jsonld
10532,storops,emc-openstack/storops
10534,jose,Demonware/jose
10536,pysendfile,giampaolo/pysendfile
10537,extruct,scrapinghub/extruct
10538,pyexcel,pyexcel/pyexcel
10539,zope-index,zopefoundation/zope.index
10545,primesieve,kimwalisch/primesieve-python
10546,seatsio,seatsio/seatsio-python
10547,sumy,miso-belica/sumy
10549,luizalabs-django-toolkit,luizalabs/django-toolkit
10550,rtwo,iPlantCollaborativeOpenSource/rtwo
10551,pyglm,Zuzu-Typ/PyGLM
10554,exam,fluxx/exam
10555,django-bootstrap3-datetimepicker-2,samuelcolvin/django-bootstrap3-datetimepicker
10558,ebi,hirokiky/ebi
10560,django-debugtools,edoburu/django-debugtools
10561,django-pivot,martsberger/django-pivot
10562,dicttoxml,quandyfactory/dicttoxml
10563,sky,kootenpv/sky
10564,stringgenerator,paul-wolf/strgen
10565,plone-schemaeditor,plone/plone.schemaeditor
10566,pyevtk,pyscience-projects/pyevtk
10567,redis-collections,redis-collections/redis-collections
10569,pyslack-real,loisaidasam/pyslack
10570,django-cloudinary-storage,klis87/django-cloudinary-storage
10572,flake8-tuple,ar4s/flake8_tuple
10576,shiftboiler,projectshift/shift-boiler
10578,flask-qrcode,marcoagner/Flask-QRcode
10579,flask-resty-tenants,4Catalyzer/flask-resty-tenants
10581,celery-redbeat,sibson/redbeat
10584,rio-color,mapbox/rio-color
10587,edx-analytics-data-api-client,openedx/edx-analytics-data-api-client
10590,kervi-ui,kervi/kervi-ui
10591,cloud-volume,seung-lab/cloud-volume/
10592,django-onfido,yunojuno/django-onfido
10593,greenery,qntm/greenery
10594,midas,numat/midas/
10596,mutagen,quodlibet/mutagen
10597,blockstack,blockstack/blockstack-core
10598,dotenv,pedroburon/dotenv
10599,infi-exceptools,Infinidat/infi.exceptools
10600,allensdk,AllenInstitute/AllenSDK/tree/v2.15.2
10602,ambition-subject,ambition-trial/ambition-subject
10603,tensorboardx,lanpa/tensorboardX
10605,keras-vggface,rcmalli/keras-vggface
10610,rockset,rockset/rockset-python-client
10611,bloscpack,blosc/bloscpack
10612,srvlookup,gmr/srvlookup
10613,fleece,rackerlabs/fleece
10615,dwavebinarycsp,dwavesystems/dwavebinarycsp
10617,sharepoint,ox-it/python-sharepoint
10618,aiven-client,aiven/aiven-client
10620,bl,BlackEarth/bl
10621,django-chartit,chartit/django-chartit
10622,pymyq,arraylabs/pymyq
10623,django-pglocks,Xof/django-pglocks
10626,zope-pagetemplate,zopefoundation/zope.pagetemplate
10627,bandit-cli,yhat/yhat-client
10629,hearthstone-data,HearthSim/python-hearthstone-data/
10630,createcloudmap,jmozmoz/cloudmap
10631,task-queue,seung-lab/python-task-queue/
10632,jsonmodels,jazzband/jsonmodels
10633,preshed,explosion/preshed
10635,django-otp-yubikey,django-otp/django-otp-yubikey
10638,azure-cli-batch,Azure/azure-cli
10639,botstory,botstory/bot-story
10640,inject,ivankorobkov/python-inject
10641,renku,swissdatasciencecenter/renku-python
10642,aenum,ethanfurman/aenum
10643,xdg,srstevenson/xdg-base-dirs
10644,dsc,stephenslab/dsc
10645,datetime-distance,dedupeio/datetime-distance
10648,ansible-alicloud,alibaba/ansible-provider/tree/master/lib/ansible
10650,lambda-setuptools,QuiNovas/lambda-setuptools
10651,feincms3,matthiask/feincms3/
10652,object-pool,btmorex/object_pool
10653,rpio,metachris/RPIO
10654,marrow-mailer,marrow/mailer/
10656,cheat,chrisallenlane/cheat
10657,engarde,tomaugspurger/engarde
10658,drymass,RI-imaging/DryMass
10659,pytest-json,mattcl/pytest-json
10664,nrfutil,NordicSemiconductor/pc-nrfutil
10666,dccodedeploy,devopscenter/dcCodeDeploy
10667,mssql-cli,dbcli/mssql-cli
10668,openfisca-web-api,openfisca/openfisca-web-api
10669,clikraken,zertrin/clikraken
10671,wagon,cloudify-cosmo/wagon
10672,zope-interface,zopefoundation/zope.interface
10673,flask-celeryext,inveniosoftware/flask-celeryext
10676,analytics-zoo,intel-analytics/analytics-zoo
10677,ppft,uqfoundation/ppft
10679,cpp-coveralls,eddyxu/cpp-coveralls
10680,gym-super-mario-bros,Kautenja/gym-super-mario-bros
10681,habanero,sckott/habanero
10682,lib,acode/lib-python
10683,profiling,what-studio/profiling
10684,directory-components,uktrade/directory-components
10686,indy-crypto,hyperledger/indy-crypto
10689,microcosm-metrics,globality-corp/microcosm-metrics
10691,logzero,metachris/logzero
10692,redgreenunittest,stevematney/redgreenunittests
10693,pyobjc-framework-businesschat,ronaldoussoren/pyobjc
10694,restructuredtext-lint,twolfson/restructuredtext-lint
10697,pandavro,ynqa/pandavro
10698,py3status,ultrabug/py3status
10699,gax-google-pubsub-v1,googleapis/googleapis
10700,z3c-rml,zopefoundation/z3c.rml
10701,django-cities-light,yourlabs/django-cities-light
10702,pallets-sphinx-themes,pallets/pallets-sphinx-themes/
10703,puremagic,cdgriffith/puremagic
10704,pystmark,xsleonard/pystmark
10705,django-livefield,hearsaycorp/django-livefield
10706,cfgv,asottile/cfgv
10708,python-mystrom,home-assistant-ecosystem/python-mystrom
10710,django-courseaffils,ccnmtl/django_courseaffils/
10713,products-easynewsletter,collective/Products.EasyNewsletter
10714,coreschema,core-api/python-coreschema
10718,secretstorage,mitya57/secretstorage
10719,irc3,gawel/irc3/
10720,azure-cli-backup,Azure/azure-cli
10721,python-songpal,rytilahti/python-songpal
10724,kaggler,jeongyoonlee/Kaggler
10725,gentools,ariebovenberg/gentools
10727,gatt,getsenic/gatt-python
10730,django-compat,arteria/django-compat
10731,pyobjc-framework-scriptingbridge,ronaldoussoren/pyobjc
10732,procrunner,DiamondLightSource/python-procrunner
10733,deepcl,hughperkins/DeepCL
10734,schemainspect,djrobstep/schemainspect
10735,django-orderable,incuna/django-orderable
10736,django-extended-choices,twidi/django-extended-choices
10739,markdown-editor,ncornette/Python-Markdown-Editor.git
10740,django-silk,jazzband/django-silk
10741,ptipython,timofurrer/ptipython-meta
10744,py-mini-racer,sqreen/PyMiniRacer
10745,nsepy,swapniljariwala/nsepy
10746,pytest-cases,smarie/python-pytest-cases
10747,invenio,inveniosoftware/invenio
10748,pyltp,HIT-SCIR/pyltp
10749,microcosm-daemon,globality-corp/microcosm-daemon
10751,kajiki,jackrosenthal/kajiki
10752,python3-saml,SAML-Toolkits/python3-saml
10753,arbytmap,Sigmmma/arbytmap
10754,py-authorize,vcatalano/py-authorize
10755,pantsbuild-pants-contrib-jax-ws,pantsbuild/pants
10756,websocket-client,websocket-client/websocket-client.git
10757,geos,grst/geos
10758,smtpapi,sendgrid/smtpapi-python/
10760,flake8-commas,PyCQA/flake8-commas/
10762,ghp-import,c-w/ghp-import
10763,linear-tsv,solidsnack/tsv
10764,nose-html-reporting,lysenkoivan/nose-html-reporting
10765,braindecode,braindecode/braindecode
10768,imgix,imgix/imgix-python
10769,autopep8,hhatto/autopep8
10770,plone-formwidget-recurrence,plone/plone.formwidget.recurrence
10772,lackey,glitchassassin/lackey
10773,pyhs2,BradRuderman/pyhs2
10774,sqlalchemy-unchained,briancappello/sqlalchemy-unchained
10775,yarn-api-client,CODAIT/hadoop-yarn-api-python-client
10776,ctypeslib2,trolldbois/ctypeslib
10778,pytest-random,klrmn/pytest-random
10780,pytzer,mvdh7/pytzer
10783,vcrpy,kevin1024/vcrpy
10784,reporters-db,freelawproject/reporters-db
10786,hangups,tdryer/hangups
10788,vdf,ValvePython/vdf
10789,deployfish,caltechads/deployfish
10790,trufflehogregexes,dxa4481/truffleHogRegexes
10793,pyscipopt,SCIP-Interfaces/PySCIPOpt
10794,pyobjc-framework-adsupport,ronaldoussoren/pyobjc
10795,webssh,huashengdun/webssh
10796,python-qt5,pyqt/python-qt5
10797,pyotgw,mvn23/pyotgw
10799,clickhouse-driver,mymarilyn/clickhouse-driver
10800,nose-randomly,adamchainz/nose-randomly
10804,django-render-block,clokep/django-render-block
10807,changelog-cli,mc706/changelog-cli
10808,lolcat,tehmaze/lolcat/
10809,academictorrents,AcademicTorrents/at-python
10811,ncclient,ncclient/ncclient
10812,wavefront-cli,wavefrontHQ/wavefront-cli
10814,putio-py,cenkalti/putio.py
10815,xstatic-jquery-tablesorter,Mottie/tablesorter
10817,django-wysiwyg-redactor,douglasmiranda/django-wysiwyg-redactor
10818,django-generic-plus,theatlantic/django-generic-plus
10820,boddle,keredson/boddle
10821,ipmisim,shapeblue/ipmisim
10822,imio-helpers,imio/imio.helpers
10823,sqliteschema,thombashi/sqliteschema
10824,grimoire-elk,chaoss/grimoirelab-elk
10826,mosestokenizer,luismsgomes/mosestokenizer
10832,azure-cli-container,Azure/azure-cli
10834,django-cleanup,un1t/django-cleanup
10835,flake8-formatter-junit-xml,astj/flake8-formatter-junit-xml
10836,aomi,autodesk/aomi
10837,django-storages-redux,jschneier/django-storages
10839,azure-loganalytics,Azure/azure-sdk-for-python
10840,pympi-ling,dopefishh/pympi
10842,pyconll,pyconll/pyconll
10843,csvkit,wireservice/csvkit
10844,xlib,python-xlib/python-xlib
10845,virtualenvwrapper-win,davidmarble/virtualenvwrapper-win/
10846,csirtg-indicator,csirtgadgets/csirtg-indicator-v3
10847,datedelta,aaugustin/datedelta
10849,pycraf,bwinkel/pycraf
10850,atoma,NicolasLM/atoma
10853,pyexcel-xlsx,pyexcel/pyexcel-xlsx
10854,pykakasi,miurahr/pykakasi
10855,konnected,konnected-io/konnected-py
10856,azure-cli-search,Azure/azure-cli
10859,nameko-tracer,nameko/nameko-tracer
10860,xxhash,ifduyue/python-xxhash
10862,logconfig,dgilland/logconfig
10863,edx-milestones,openedx/edx-milestones
10864,pymoca,pymoca/pymoca
10865,pheweb,statgen/pheweb
10866,muffin-rest,klen/muffin-rest
10868,flake8-docstrings,pycqa/flake8-docstrings
10869,globonetworkapi,globocom/GloboNetworkAPI-client-python
10870,tagscriptengine,JonSnowbd/TagScript/tree/v2
10872,atari-py,openai/atari-py
10873,ring-doorbell,tchellomello/python-ring-doorbell
10874,clyngor,aluriak/clyngor
10876,django-admin-rangefilter,silentsokolov/django-admin-rangefilter
10878,xstatic-objectpath,mike-marcacci/objectpath
10879,smartystreets-python-sdk,smartystreets/smartystreets-python-sdk
10880,thoth-storages,thoth-station/storages
10881,forex-python,MicroPyramid/forex-python
10882,django-querysetsequence,clokep/django-querysetsequence
10883,pyobjc-framework-applicationservices,ronaldoussoren/pyobjc
10884,cfn-sphere,cfn-sphere/cfn-sphere
10886,pip-conflict-checker,ambitioninc/pip-conflict-checker
10889,rq,nvie/rq/
10891,atomate,hackingmaterials/atomate
10892,backlash,TurboGears/backlash
10893,cooked-input,lwanger/cooked_input
10895,bloodhound,fox-it/bloodhound.py
10897,ramos,luizalabs/ramos
10898,netconf,choppsv1/netconf/
10900,azure-cli-profile,Azure/azure-cli
10902,pyairvisual,bachya/pyairvisual
10903,ioc-fanger,ioc-fang/ioc_fanger
10904,py-translate,jjangsangy/py-translate
10905,aspy-refactor-imports,asottile/aspy.refactor_imports
10906,probablepeople,datamade/probablepeople
10909,pydffi,aguinet/dragonffi
10911,django-concurrency,saxix/django-concurrency
10912,django-extras,timsavage/django-extras
10913,saltpylint,saltstack/salt-pylint
10915,jbxapi,joesecurity/jbxapi
10916,openhomedevice,bazwilliams/openhomedevice
10917,cli50,cs50/cli50
10918,azure-cli-rdbms,Azure/azure-cli
10919,msu-helpers-dev,Ujinjinjin/msu_helpers/tree/dev
10922,scrapy-djangoitem,scrapy-plugins/scrapy-djangoitem
10924,pysptk,r9y9/pysptk
10925,fido,Yelp/fido
10927,fastnumbers,SethMMorton/fastnumbers
10928,sap-cf-logging,SAP/cf-python-logging-support
10932,pyprophet,PyProphet/pyprophet
10933,dj-redis-url,dstufft/dj-redis-url
10934,pyarmor,dashingsoft/pyarmor
10935,flask-jsonschema,mattupstate/flask-jsonschema
10937,aiochannel,tbug/aiochannel
10939,django-redshift-backend,jazzband/django-redshift-backend
10941,cstp,Weber-JC/PythonEggs/tree/master/cstp
10942,python-highcharts,kyper-data/python-highcharts
10943,flask-bcrypt,maxcountryman/flask-bcrypt
10944,desolver,Microno95/desolver
10946,scout-apm,scoutapp/scout_apm_python
10948,colomoto-jupyter,colomoto/colomoto-jupyter
10949,html-similarity,matiskay/html-similarity
10951,accelbrainbeat,chimera0/accel-brain-code/tree/master/Binaural-Beat-and-Monaural-Beat-with-python
10952,eralchemy,Alexis-benoist/eralchemy
10954,word2vec,danielfrg/word2vec
10956,high-templar,CodeYellowBV/high-templar
10957,python-gilt,retr0h/gilt
10958,pywifi,awkman/pywifi
10959,fault,leonardt/fault
10960,pythran,serge-sans-paille/pythran
10963,balafon,ljean/balafon
10964,pygaljs,ionelmc/python-pygaljs
10965,microcosm-logging,globality-corp/microcosm-logging
10966,collective-documentviewer,collective/collective.documentviewer
10967,incuna-test-utils,incuna/incuna-test-utils/
10968,hotdog,Mattwhooo/Hotdog
10969,geomdl,orbingol/NURBS-Python
10970,lxml-asserts,SuminAndrew/lxml-asserts
10972,secp256k1,rustyrussell/secp256k1-py
10973,pylibftdi,codedstructure/pylibftdi
10974,audiobible,gxela/AudioBible
10975,robotremoteserver,robotframework/PythonRemoteServer
10976,configargparse,bw2/ConfigArgParse
10978,django-szuprefix-saas,szuprefix/django_szuprefix_saas
10982,pyjnius,kivy/pyjnius
10984,zappa,zappa/Zappa
10986,watermark,rasbt/watermark
10988,django-db-geventpool,jneight/django-db-geventpool
10991,gattlib,oscaracena/pygattlib
10992,environment-kernels,Cadair/jupyter_environment_kernels/
10993,httptools,MagicStack/httptools
10994,functions,creese/functions
10998,python-resize-image,VingtCinq/python-resize-image
11002,plaid-python,plaid/plaid-python
11003,pybase64,mayeut/pybase64
11004,django-recaptcha,torchbox/django-recaptcha
11005,matplotlib-scalebar,ppinard/matplotlib-scalebar
11006,python-dotenv,theskumar/python-dotenv
11009,django-smartfields,lehins/django-smartfields
11010,django-user-agents,selwin/django-user_agents
11013,m2r,miyakogi/m2r
11017,rstr,leapfrogonline/rstr
11018,zope-sqlalchemy,zopefoundation/zope.sqlalchemy
11019,grafanalib,weaveworks/grafanalib
11023,robotframework-ride,robotframework/RIDE/
11027,flask-migrate,miguelgrinberg/flask-migrate
11028,versionfinder,jantman/versionfinder
11029,c2cgeoportal-commons,camptocamp/c2cgeoportal/
11030,django-codenerix-products,codenerix/django-codenerix-products
11031,twilio,twilio/twilio-python/
11032,azure-cli-sql,Azure/azure-cli
11033,aiojobs,aio-libs/aiojobs
11034,django-stronghold,mgrouchy/django-stronghold
11036,proxy-py,abhinavsingh/proxy.py
11038,azure-mgmt-devtestlabs,Azure/azure-sdk-for-python
11040,pygrok,garyelephant/pygrok
11041,paginate-sqlalchemy,Pylons/paginate_sqlalchemy
11044,python-lambda,nficano/python-lambda
11047,goosempl,tdegeus/GooseMPL
11049,python-crfsuite,scrapinghub/python-crfsuite
11051,ipdb,gotcha/ipdb
11052,update,lmittmann/update
11054,doorpi,motom001/DoorPi
11056,azure-storage-file,Azure/azure-storage-python
11057,azure-mgmt-consumption,Azure/azure-sdk-for-python
11058,python-jwt,davedoesdev/python-jwt
11059,django-multiselectfield,goinnn/django-multiselectfield
11061,gpustat,wookayin/gpustat
11064,django-sekizai,django-cms/django-sekizai
11066,branca,python-visualization/branca
11068,flamyngo,materialsvirtuallab/flamyngo
11069,rets,refindlyllc/rets
11073,easier,robdmc/easier
11075,django-address,furious-luke/django-address
11076,pytrip98,pytrip/pytrip
11077,sphinx-click,click-contrib/sphinx-click
11078,admin-logs,FerumFlex/admin_logs
11080,oyaml,wimglenn/oyaml
11081,django-admin-ordering,matthiask/django-admin-ordering/
11086,secure-smtpd,bcoe/secure-smtpd
11087,python-consul,cablehead/python-consul
11090,lru-dict,amitdev/lru-dict
11091,deeppavlov,deeppavlov/DeepPavlov
11094,mecab-python3,SamuraiT/mecab-python3
11097,tornado-json,hfaran/Tornado-JSON
